epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,45520.6,0.16773,0.13678,0.81295,0.99966,0.99992,0.99499,0.99443,0.07099,0.07344,0.84478,0.005941,0.005941,0.005941
43,46615.4,0.16688,0.13678,0.81265,0.99967,0.9999,0.99499,0.99443,0.07063,0.07467,0.84449,0.005842,0.005842,0.005842
44,47713.1,0.16615,0.13595,0.81344,0.99965,0.99991,0.99499,0.99444,0.07041,0.07469,0.84451,0.005743,0.005743,0.005743
45,48816,0.16593,0.13649,0.81327,0.99968,0.99991,0.99499,0.99444,0.06999,0.07375,0.84452,0.005644,0.005644,0.005644
46,49919.5,0.16481,0.1347,0.81295,0.99967,0.99992,0.99499,0.99443,0.06946,0.07338,0.84448,0.005545,0.005545,0.005545
47,51023.2,0.16254,0.13358,0.81281,0.99968,0.99992,0.99499,0.99443,0.06919,0.07293,0.8446,0.005446,0.005446,0.005446
48,52129.1,0.16358,0.13421,0.81283,0.99969,0.99992,0.99499,0.99442,0.06871,0.07203,0.84448,0.005347,0.005347,0.005347
49,53228.9,0.1626,0.13383,0.81253,0.99968,0.99991,0.99499,0.99443,0.0682,0.0711,0.84449,0.005248,0.005248,0.005248
50,54332.4,0.16185,0.13213,0.81217,0.99968,0.99992,0.99499,0.99444,0.06789,0.07068,0.84433,0.005149,0.005149,0.005149
51,55435.2,0.16178,0.13309,0.81234,0.99968,0.99993,0.99499,0.99445,0.0674,0.0707,0.84425,0.00505,0.00505,0.00505
52,56530.3,0.16085,0.13219,0.81197,0.99967,0.99993,0.99499,0.99444,0.06688,0.07012,0.84413,0.004951,0.004951,0.004951
53,57626.4,0.15829,0.13029,0.81135,0.99968,0.99993,0.99499,0.99443,0.06703,0.07078,0.84396,0.004852,0.004852,0.004852
54,58715.9,0.15933,0.13063,0.81178,0.99967,0.99994,0.99499,0.99441,0.06693,0.07065,0.84379,0.004753,0.004753,0.004753
55,59805.1,0.15694,0.12911,0.81144,0.99967,0.99994,0.99499,0.99441,0.06671,0.07018,0.84378,0.004654,0.004654,0.004654
56,60894.3,0.15754,0.12937,0.81178,0.99966,0.99994,0.99499,0.99442,0.06641,0.07033,0.84389,0.004555,0.004555,0.004555
57,61989,0.1571,0.12867,0.8112,0.99967,0.99993,0.99499,0.99441,0.06607,0.06992,0.84384,0.004456,0.004456,0.004456
58,63081,0.15583,0.12818,0.81136,0.99969,0.99992,0.99499,0.9944,0.06567,0.06995,0.84384,0.004357,0.004357,0.004357
59,64169.3,0.15457,0.12655,0.81105,0.99969,0.99994,0.99499,0.9944,0.06548,0.06971,0.84384,0.004258,0.004258,0.004258
60,65261.6,0.15354,0.12543,0.81087,0.99968,0.99994,0.99499,0.99441,0.06528,0.06979,0.84375,0.004159,0.004159,0.004159
61,66353.7,0.15333,0.1253,0.81069,0.99968,0.99995,0.99499,0.99441,0.06515,0.06955,0.84374,0.00406,0.00406,0.00406
62,67450.8,0.15252,0.12518,0.81083,0.99967,0.99995,0.99499,0.99442,0.06511,0.06973,0.84366,0.003961,0.003961,0.003961
63,68544,0.15229,0.12519,0.81034,0.99968,0.99994,0.99499,0.99447,0.06479,0.06972,0.84348,0.003862,0.003862,0.003862
64,69632.5,0.15149,0.12472,0.8101,0.99968,0.99994,0.99499,0.99446,0.06409,0.06906,0.84332,0.003763,0.003763,0.003763
65,70725,0.15148,0.12412,0.81021,0.99968,0.99994,0.99499,0.99446,0.06372,0.0687,0.84313,0.003664,0.003664,0.003664
66,71831.8,0.15046,0.12327,0.81029,0.99968,0.99993,0.99499,0.99442,0.06363,0.06854,0.84302,0.003565,0.003565,0.003565
67,72927.2,0.14722,0.12129,0.80921,0.99969,0.99993,0.99499,0.99446,0.06346,0.06817,0.84292,0.003466,0.003466,0.003466
68,74019.7,0.14731,0.12049,0.80987,0.99969,0.99993,0.99499,0.99447,0.06336,0.06787,0.84301,0.003367,0.003367,0.003367
69,1100.28,0.14395,0.11856,0.80949,0.99972,0.99993,0.99499,0.99446,0.06269,0.06733,0.84301,0.003268,0.003268,0.003268
70,2173.21,0.14448,0.11945,0.80943,0.99969,0.99994,0.99499,0.99447,0.06209,0.06686,0.84266,0.003169,0.003169,0.003169
71,3249.17,0.14487,0.11999,0.81,0.99968,0.99994,0.99499,0.99448,0.06184,0.06652,0.84245,0.00307,0.00307,0.00307
72,4321.26,0.1434,0.11774,0.8089,0.9997,0.99992,0.99499,0.99449,0.06136,0.06632,0.84232,0.002971,0.002971,0.002971
73,5402.64,0.14321,0.11845,0.80899,0.99971,0.99992,0.99499,0.99449,0.06117,0.06607,0.84225,0.002872,0.002872,0.002872
74,6485.85,0.14207,0.1169,0.80873,0.99968,0.99993,0.99499,0.99449,0.06101,0.06586,0.84225,0.002773,0.002773,0.002773
75,7561.13,0.14136,0.11629,0.8084,0.99971,0.99994,0.99499,0.99449,0.06083,0.06587,0.84206,0.002674,0.002674,0.002674
76,8640.62,0.13995,0.11538,0.80819,0.9997,0.99994,0.99499,0.99449,0.06056,0.06521,0.84203,0.002575,0.002575,0.002575
77,9731.8,0.13962,0.11457,0.80862,0.9997,0.99993,0.99498,0.99454,0.06032,0.06476,0.84198,0.002476,0.002476,0.002476
78,10796.2,0.13772,0.11353,0.8076,0.99971,0.99993,0.99499,0.99454,0.06001,0.06448,0.84179,0.002377,0.002377,0.002377
79,11871.7,0.13745,0.11311,0.80765,0.9997,0.99994,0.99498,0.99451,0.05976,0.06447,0.84157,0.002278,0.002278,0.002278
80,12956,inf,0.11353,0.80762,0.99972,0.99994,0.99498,0.99455,0.05964,0.06438,0.84143,0.002179,0.002179,0.002179
81,14053.6,0.13544,0.11168,0.80767,0.99971,0.99995,0.99498,0.99454,0.0595,0.06411,0.8413,0.00208,0.00208,0.00208
82,15145.4,0.13468,0.1109,0.80725,0.99971,0.99994,0.99498,0.99455,0.05935,0.06387,0.84133,0.001981,0.001981,0.001981
83,16248.6,0.13407,0.10936,0.8075,0.9997,0.99995,0.99498,0.99454,0.05921,0.06436,0.84127,0.001882,0.001882,0.001882
84,17365.4,0.13263,0.10885,0.80692,0.9997,0.99994,0.99498,0.99455,0.05914,0.06464,0.84117,0.001783,0.001783,0.001783
85,18472.6,0.13208,0.10814,0.80694,0.99971,0.99994,0.99498,0.99455,0.0592,0.06509,0.8412,0.001684,0.001684,0.001684
86,19570.1,0.131,0.10707,0.80645,0.99969,0.99996,0.99498,0.99456,0.05901,0.06506,0.84099,0.001585,0.001585,0.001585
87,20664.1,0.13018,0.10728,0.80604,0.99969,0.99997,0.99498,0.99456,0.05905,0.06556,0.84066,0.001486,0.001486,0.001486
88,21773.5,0.1291,0.1055,0.80594,0.99974,0.99994,0.99498,0.99456,0.05899,0.06548,0.84039,0.001387,0.001387,0.001387
89,22863.3,0.128,0.1045,0.80597,0.99973,0.99995,0.99498,0.99456,0.05906,0.06558,0.84014,0.001288,0.001288,0.001288
90,23958.5,0.12686,0.10374,0.80577,0.99975,0.99994,0.99498,0.99456,0.05905,0.06571,0.83988,0.001189,0.001189,0.001189
91,25024.3,0.09242,0.07309,0.78044,0.99975,0.99994,0.99498,0.99457,0.05865,0.06554,0.83973,0.00109,0.00109,0.00109
92,26090.6,0.08981,0.07114,0.78065,0.99974,0.99994,0.99498,0.99457,0.05857,0.06533,0.83966,0.000991,0.000991,0.000991
93,27155.9,0.08744,0.06882,0.78009,0.99973,0.99995,0.99498,0.99457,0.05858,0.06513,0.83948,0.000892,0.000892,0.000892
94,28227.7,0.08551,0.06707,0.77958,0.99975,0.99995,0.99498,0.9946,0.05877,0.06129,0.83923,0.000793,0.000793,0.000793
95,29298.4,0.08372,0.06523,0.77936,0.99975,0.99996,0.99498,0.99461,0.05858,0.06008,0.83909,0.000694,0.000694,0.000694
96,30361.5,0.08232,0.06377,0.77903,0.99975,0.99996,0.99498,0.9946,0.05848,0.06028,0.83887,0.000595,0.000595,0.000595
97,31425.2,0.08087,0.06205,0.77926,0.99975,0.99995,0.99498,0.9946,0.05811,0.06043,0.83874,0.000496,0.000496,0.000496
98,32489.1,0.07871,0.06014,0.77859,0.99974,0.99996,0.99498,0.9946,0.05797,0.06128,0.83852,0.000397,0.000397,0.000397
99,33551.9,0.07757,0.05864,0.77874,0.99975,0.99996,0.99497,0.9946,0.05777,0.06135,0.83831,0.000298,0.000298,0.000298
100,34614.2,0.07603,0.05722,0.7782,0.99975,0.99997,0.99497,0.99461,0.05757,0.06196,0.83828,0.000199,0.000199,0.000199
