epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,27983.6,0.1841,0.14989,0.81196,0.9997,0.99976,0.995,0.99478,0.07499,0.06814,0.85566,0.007525,0.007525,0.007525
27,29025.2,0.1821,0.148,0.81168,0.99968,0.99978,0.995,0.99479,0.07526,0.06826,0.85546,0.007426,0.007426,0.007426
28,30081.7,0.18155,0.14748,0.81186,0.99966,0.99981,0.995,0.9948,0.07461,0.06746,0.85541,0.007327,0.007327,0.007327
29,31133.2,0.17929,0.14511,0.81181,0.99969,0.99982,0.995,0.99481,0.07439,0.06712,0.8555,0.007228,0.007228,0.007228
30,32194.1,0.17878,0.14457,0.81146,0.99969,0.99983,0.995,0.99483,0.07393,0.06649,0.8554,0.007129,0.007129,0.007129
31,33263.9,0.17767,0.14387,0.81082,0.99972,0.99981,0.995,0.99483,0.07344,0.06619,0.85528,0.00703,0.00703,0.00703
32,34302.9,0.17604,0.14279,0.81046,0.99974,0.99978,0.995,0.99485,0.07306,0.06577,0.85519,0.006931,0.006931,0.006931
33,35350.2,0.17589,0.14245,0.81093,0.99972,0.99984,0.995,0.99485,0.07255,0.06531,0.85516,0.006832,0.006832,0.006832
34,36446.5,0.17461,0.14217,0.81018,0.99973,0.99983,0.995,0.99485,0.07218,0.06517,0.8549,0.006733,0.006733,0.006733
35,37492.5,0.17392,0.14118,0.81004,0.99973,0.99986,0.995,0.99486,0.07159,0.06461,0.85482,0.006634,0.006634,0.006634
36,38568.5,0.17257,0.13964,0.80966,0.99974,0.99987,0.995,0.99486,0.07117,0.06413,0.85482,0.006535,0.006535,0.006535
37,39646.6,0.17086,0.1389,0.80972,0.99977,0.99987,0.995,0.99487,0.07042,0.06339,0.85474,0.006436,0.006436,0.006436
38,40685.4,0.17142,0.13966,0.80955,0.99979,0.99987,0.995,0.99487,0.06955,0.06268,0.85453,0.006337,0.006337,0.006337
39,41750.6,0.17024,0.1383,0.80992,0.99979,0.99987,0.995,0.99487,0.06907,0.06213,0.85455,0.006238,0.006238,0.006238
40,42793.9,0.17139,0.139,0.80965,0.99978,0.99987,0.995,0.99487,0.06885,0.06205,0.85429,0.006139,0.006139,0.006139
41,43849.3,0.17151,0.13898,0.81021,0.99981,0.99988,0.995,0.99488,0.06838,0.06162,0.85419,0.00604,0.00604,0.00604
42,44889.5,0.16891,0.13757,0.8095,0.99978,0.99987,0.995,0.99489,0.06758,0.06095,0.85404,0.005941,0.005941,0.005941
43,45935.7,0.16777,0.13665,0.80885,0.99979,0.99988,0.995,0.99489,0.06702,0.06066,0.85402,0.005842,0.005842,0.005842
44,46941.2,0.16606,0.13481,0.80931,0.99979,0.9999,0.995,0.9949,0.06612,0.05984,0.85409,0.005743,0.005743,0.005743
45,47952,0.16607,0.13478,0.80851,0.99979,0.99989,0.995,0.9949,0.06543,0.05955,0.85407,0.005644,0.005644,0.005644
46,48968.9,0.16486,0.13371,0.80859,0.99981,0.99988,0.995,0.99491,0.06461,0.05832,0.85403,0.005545,0.005545,0.005545
47,50014.2,0.16432,0.13367,0.80813,0.99979,0.99988,0.995,0.99491,0.06392,0.05752,0.85398,0.005446,0.005446,0.005446
48,51065.6,0.16408,0.13423,0.80893,0.9998,0.99988,0.995,0.99492,0.0636,0.05716,0.85384,0.005347,0.005347,0.005347
49,52112.1,0.16214,0.13253,0.80734,0.99981,0.99989,0.995,0.99492,0.06305,0.05681,0.85349,0.005248,0.005248,0.005248
50,53146.1,0.16147,0.13158,0.80798,0.99979,0.9999,0.995,0.99492,0.06267,0.05638,0.85324,0.005149,0.005149,0.005149
51,54186.6,0.16215,0.13193,0.80858,0.99979,0.9999,0.995,0.99493,0.06205,0.05591,0.85313,0.00505,0.00505,0.00505
52,55239.8,0.16063,0.13045,0.80747,0.9998,0.99989,0.995,0.99493,0.06171,0.05545,0.85298,0.004951,0.004951,0.004951
53,56282.9,0.15926,0.12943,0.80771,0.99982,0.99989,0.995,0.99494,0.06146,0.05491,0.85302,0.004852,0.004852,0.004852
54,57307.5,0.15955,0.12957,0.80752,0.99981,0.9999,0.995,0.99494,0.06133,0.05459,0.85308,0.004753,0.004753,0.004753
55,58360.4,0.15958,0.12965,0.80757,0.99983,0.99989,0.995,0.99494,0.06135,0.0545,0.85293,0.004654,0.004654,0.004654
56,59442.1,0.1592,0.12976,0.80775,0.99984,0.99989,0.995,0.99494,0.0612,0.05407,0.85303,0.004555,0.004555,0.004555
57,60518.2,0.15757,0.12834,0.80708,0.99983,0.99989,0.995,0.99494,0.06089,0.05376,0.85303,0.004456,0.004456,0.004456
58,61578.8,0.15777,0.12858,0.80724,0.99985,0.9999,0.995,0.99494,0.06055,0.05327,0.85298,0.004357,0.004357,0.004357
59,62649.3,inf,0.12829,0.80728,0.99984,0.99991,0.995,0.99494,0.0604,0.05319,0.85293,0.004258,0.004258,0.004258
60,63707.1,0.15671,0.12731,0.8072,0.99984,0.99991,0.995,0.99494,0.06031,0.05291,0.85286,0.004159,0.004159,0.004159
61,64746.5,0.15462,0.1259,0.8063,0.99985,0.99991,0.995,0.99494,0.0602,0.05262,0.853,0.00406,0.00406,0.00406
62,65803.6,0.1549,0.12602,0.80654,0.99987,0.99987,0.995,0.99494,0.05985,0.05222,0.85277,0.003961,0.003961,0.003961
63,66871.2,0.15343,0.12443,0.80651,0.99984,0.99991,0.995,0.99494,0.05986,0.05237,0.85262,0.003862,0.003862,0.003862
64,67913.1,0.15226,0.12475,0.80586,0.99986,0.99989,0.995,0.99494,0.05973,0.05233,0.85275,0.003763,0.003763,0.003763
65,68969.6,0.15076,0.12302,0.80565,0.99985,0.99991,0.995,0.99494,0.05955,0.05201,0.85264,0.003664,0.003664,0.003664
66,70026.2,0.1509,0.12295,0.80594,0.99985,0.99993,0.995,0.99495,0.05924,0.05168,0.85263,0.003565,0.003565,0.003565
67,71066.6,0.14978,0.12269,0.80546,0.99987,0.9999,0.995,0.99495,0.05885,0.05147,0.85269,0.003466,0.003466,0.003466
68,72121.2,0.14846,0.12077,0.80533,0.99988,0.99991,0.995,0.99495,0.05875,0.05145,0.8526,0.003367,0.003367,0.003367
69,73178,0.14708,0.12037,0.80599,0.99987,0.99992,0.995,0.99496,0.05865,0.05159,0.85282,0.003268,0.003268,0.003268
70,74237.8,0.14626,0.11949,0.80526,0.99988,0.99992,0.995,0.99495,0.05853,0.05162,0.85291,0.003169,0.003169,0.003169
71,75231.7,0.14624,0.11848,0.80535,0.99987,0.99992,0.995,0.99495,0.05856,0.0514,0.85283,0.00307,0.00307,0.00307
72,76228.3,0.14476,0.11776,0.8044,0.99988,0.99991,0.995,0.99496,0.05836,0.05113,0.85277,0.002971,0.002971,0.002971
73,77233.8,0.14398,0.11737,0.80406,0.99989,0.9999,0.995,0.99496,0.0583,0.0509,0.85245,0.002872,0.002872,0.002872
74,78237,0.14307,0.11603,0.80387,0.99988,0.99993,0.995,0.99496,0.05813,0.05049,0.85211,0.002773,0.002773,0.002773
75,79240,0.14317,0.11655,0.80448,0.99988,0.99993,0.995,0.99496,0.05786,0.05005,0.85192,0.002674,0.002674,0.002674
76,80241.6,0.14184,0.11507,0.80477,0.99987,0.99994,0.995,0.99496,0.05769,0.0503,0.85197,0.002575,0.002575,0.002575
77,81256.2,0.14065,0.11449,0.80368,0.99988,0.99995,0.995,0.99496,0.05743,0.04976,0.8519,0.002476,0.002476,0.002476
78,82267.5,0.14044,0.11439,0.80427,0.99988,0.99995,0.995,0.99496,0.05694,0.04905,0.85189,0.002377,0.002377,0.002377
79,83284.5,0.13915,0.1126,0.80321,0.99989,0.99995,0.995,0.99496,0.05684,0.04903,0.85169,0.002278,0.002278,0.002278
80,84293.7,0.13751,0.11197,0.80353,0.99989,0.99994,0.995,0.99496,0.05666,0.0487,0.85147,0.002179,0.002179,0.002179
81,85286.2,0.13626,0.11065,0.80271,0.99989,0.99994,0.995,0.99496,0.05643,0.04826,0.85125,0.00208,0.00208,0.00208
82,86284.8,0.13649,0.11108,0.80357,0.99989,0.99994,0.995,0.99496,0.05601,0.04837,0.85105,0.001981,0.001981,0.001981
83,990.675,0.13368,0.10858,0.80252,0.99988,0.99996,0.995,0.99497,0.05553,0.04798,0.85085,0.001882,0.001882,0.001882
84,1965.15,0.13505,0.11041,0.8027,0.99987,0.99997,0.995,0.99497,0.05511,0.04752,0.85057,0.001783,0.001783,0.001783
85,2946.63,0.13444,0.10905,0.80341,0.99988,0.99997,0.995,0.99497,0.05474,0.04699,0.8507,0.001684,0.001684,0.001684
86,3928.31,0.1326,0.10686,0.80272,0.99989,0.99997,0.995,0.99497,0.05452,0.04678,0.85073,0.001585,0.001585,0.001585
87,4909.27,0.132,0.10618,0.80303,0.99989,0.99997,0.995,0.99497,0.05437,0.04656,0.85081,0.001486,0.001486,0.001486
88,5891.46,0.12968,0.10459,0.80182,0.9999,0.99997,0.995,0.99497,0.05411,0.04635,0.85054,0.001387,0.001387,0.001387
89,6878.73,0.12906,0.10426,0.80179,0.9999,0.99997,0.995,0.99497,0.05391,0.04615,0.85037,0.001288,0.001288,0.001288
90,7865.52,0.12843,0.10374,0.80157,0.9999,0.99997,0.995,0.99497,0.05369,0.04586,0.85013,0.001189,0.001189,0.001189
91,8846.24,0.08993,0.07009,0.77613,0.99991,0.99996,0.995,0.99497,0.05366,0.04594,0.85027,0.00109,0.00109,0.00109
92,9823.71,0.08808,0.06911,0.77601,0.9999,0.99996,0.995,0.99497,0.05372,0.04578,0.85042,0.000991,0.000991,0.000991
93,10798.8,0.08561,0.06619,0.77582,0.9999,0.99996,0.995,0.99497,0.05361,0.0458,0.8504,0.000892,0.000892,0.000892
94,11771.1,0.08428,0.06442,0.77479,0.9999,0.99997,0.995,0.99496,0.05355,0.04605,0.85032,0.000793,0.000793,0.000793
95,12744.2,0.08243,0.06319,0.77533,0.9999,0.99997,0.995,0.99496,0.05345,0.0461,0.85032,0.000694,0.000694,0.000694
96,13720.1,0.0819,0.06259,0.77525,0.9999,0.99997,0.995,0.99497,0.05308,0.04584,0.84993,0.000595,0.000595,0.000595
97,14693.7,0.08008,0.0609,0.77401,0.99991,0.99997,0.995,0.99497,0.05303,0.0458,0.84967,0.000496,0.000496,0.000496
98,15674.4,0.07898,0.05936,0.7747,0.99991,0.99996,0.995,0.99497,0.0529,0.04605,0.84945,0.000397,0.000397,0.000397
99,16652.1,0.0775,0.05781,0.77406,0.99991,0.99996,0.995,0.99497,0.05234,0.04545,0.84928,0.000298,0.000298,0.000298
100,17631.7,0.07618,0.05635,0.77374,0.99992,0.99996,0.995,0.99497,0.05235,0.04559,0.84902,0.000199,0.000199,0.000199
